,teamId,win,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,towerKills,inhibitorKills,baronKills,dragonKills,riftHeraldKills
54780,Blue,Loss,True,False,False,False,False,False,1,0,0,0,0
54785,Red,Win,False,True,True,True,True,False,10,3,1,5,0
54790,Blue,Win,True,True,True,True,True,True,7,1,2,5,2
54795,Red,Loss,False,False,False,False,False,False,1,0,0,0,0
54800,Blue,Loss,True,True,False,False,True,True,4,0,0,1,1
54805,Red,Win,False,False,True,True,False,False,11,3,1,3,0
54810,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
54815,Red,Win,True,True,False,False,True,False,2,0,0,2,0
54820,Blue,Win,True,True,True,True,False,True,11,3,1,2,2
54825,Red,Loss,False,False,False,False,True,False,3,0,0,4,0
54830,Blue,Loss,False,False,False,False,False,True,2,0,0,1,2
54835,Red,Win,True,True,True,False,True,False,9,2,0,3,0
54840,Blue,Win,True,True,True,False,True,True,5,1,0,3,1
54845,Red,Loss,False,False,False,False,False,False,2,0,0,0,0
54850,Blue,Loss,False,False,False,False,False,True,0,0,0,0,1
54855,Red,Win,True,True,False,False,True,False,4,0,0,1,0
54860,Blue,Loss,False,False,True,True,False,True,10,3,1,2,1
54865,Red,Win,True,True,False,False,True,False,10,1,1,4,0
54870,Blue,Loss,False,False,False,False,False,False,1,0,0,2,0
54875,Red,Win,True,True,True,False,True,False,10,2,0,2,0
54880,Blue,Loss,False,False,False,False,True,False,0,0,0,1,0
54885,Red,Win,True,True,False,False,False,True,7,0,0,1,2
54890,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
54895,Red,Win,False,False,False,False,False,False,0,0,0,0,0
54900,Blue,Win,True,False,False,False,False,True,6,0,0,2,1
54905,Red,Loss,False,True,False,False,True,False,2,0,0,1,0
54910,Blue,Win,True,True,True,True,True,True,10,3,1,4,1
54915,Red,Loss,False,False,False,False,False,False,1,0,1,0,0
54920,Blue,Win,False,False,False,True,True,False,6,1,2,4,1
54925,Red,Loss,True,True,True,False,False,True,9,2,0,2,1
54930,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
54935,Red,Win,True,True,True,False,True,True,9,2,0,3,1
54940,Blue,Loss,False,True,False,False,False,False,6,0,0,0,0
54945,Red,Win,True,False,True,True,True,True,11,3,1,5,1
54950,Blue,Win,True,True,True,False,True,True,5,1,0,3,1
54955,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
54960,Blue,Win,False,True,True,False,True,False,7,1,0,2,0
54965,Red,Loss,True,False,False,False,False,False,0,0,0,0,0
54970,Blue,Win,False,False,True,True,True,False,11,3,1,4,0
54975,Red,Loss,True,True,False,False,False,True,3,0,1,1,2
54980,Blue,Win,True,True,False,False,False,True,4,0,0,1,1
54985,Red,Loss,False,False,False,False,True,False,2,0,0,1,1
54990,Blue,Loss,True,False,False,False,False,False,0,0,0,0,0
54995,Red,Win,False,False,False,False,False,False,0,0,0,0,0
55000,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
55005,Red,Win,True,True,True,False,True,True,6,1,0,2,1
55010,Blue,Win,False,True,False,False,False,True,2,0,0,1,1
55015,Red,Loss,True,False,False,False,True,False,1,0,0,1,0
55020,Blue,Win,True,True,False,False,True,True,5,0,0,3,1
55025,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
55030,Blue,Win,True,False,True,False,True,False,8,1,0,1,1
55035,Red,Loss,False,True,False,False,False,True,2,0,0,2,1
55040,Blue,Win,True,True,True,False,False,False,10,3,0,3,0
55045,Red,Loss,False,False,False,False,True,False,2,0,0,2,0
55050,Blue,Loss,False,False,False,False,True,False,0,0,0,1,0
55055,Red,Win,True,True,True,False,False,True,5,1,0,1,1
55060,Blue,Loss,True,False,False,False,True,False,1,0,0,1,0
55065,Red,Win,False,True,True,True,False,True,10,1,1,3,2
55070,Blue,Loss,False,True,False,False,False,True,6,0,0,2,2
55075,Red,Win,True,False,True,True,True,False,8,1,2,3,0
55080,Blue,Win,False,True,True,False,True,False,8,1,0,2,0
55085,Red,Loss,True,False,False,False,False,True,0,0,0,0,1
55090,Blue,Win,True,False,True,True,False,False,7,2,1,2,0
55095,Red,Loss,False,True,False,False,True,False,5,0,0,2,0
55100,Blue,Win,True,True,True,False,False,True,10,2,1,2,1
55105,Red,Loss,False,False,False,True,True,False,6,0,1,3,0
55110,Blue,Win,True,False,True,False,True,True,9,2,0,3,1
55115,Red,Loss,False,True,False,False,False,False,1,0,0,0,0
55120,Blue,Win,False,True,True,False,True,True,8,2,0,4,1
55125,Red,Loss,True,False,False,False,False,False,0,0,0,0,1
55130,Blue,Win,True,True,False,False,False,True,2,0,0,1,1
55135,Red,Loss,False,False,False,False,True,False,0,0,0,1,0
55140,Blue,Loss,False,False,False,True,False,True,2,0,1,2,1
55145,Red,Win,True,True,True,False,True,False,8,1,1,3,1
55150,Blue,Win,False,True,True,True,False,True,9,2,1,2,1
55155,Red,Loss,True,False,False,False,True,False,2,0,0,1,0
55160,Blue,Win,True,True,False,False,True,False,6,0,0,2,0
55165,Red,Loss,False,False,False,False,False,True,0,0,0,0,1
55170,Blue,Loss,True,True,False,False,True,True,5,0,0,2,2
55175,Red,Win,False,False,False,True,False,False,3,0,1,2,0
55180,Blue,Loss,True,False,False,False,False,True,1,0,0,0,1
55185,Red,Win,False,True,False,False,True,False,1,0,0,2,0
55190,Blue,Win,True,True,False,False,True,True,3,0,0,2,1
55195,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
55200,Blue,Loss,True,True,False,False,False,True,4,0,0,2,2
55205,Red,Win,False,False,True,True,True,False,8,1,1,2,0
55210,Blue,Win,False,False,False,False,True,True,0,0,0,1,1
55215,Red,Loss,True,False,False,False,False,False,0,0,0,0,0
55220,Blue,Win,True,True,False,True,True,True,4,0,1,1,1
55225,Red,Loss,False,False,False,False,False,False,2,0,0,2,0
55230,Blue,Win,True,True,False,False,True,True,3,0,0,2,1
55235,Red,Loss,False,False,False,False,False,False,0,0,0,1,0
55240,Blue,Win,True,True,True,True,False,True,10,2,1,3,1
55245,Red,Loss,False,False,False,False,True,False,3,0,0,1,0
55250,Blue,Win,False,False,False,True,True,False,9,2,1,4,0
55255,Red,Loss,True,True,True,False,False,True,4,1,0,1,1
55260,Blue,Win,True,True,True,False,True,True,6,1,0,3,1
55265,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
55270,Blue,Loss,True,False,False,False,True,False,1,0,0,4,0
55275,Red,Win,False,True,True,False,False,True,9,2,0,0,1
55280,Blue,Win,False,True,True,False,True,True,11,3,0,2,1
55285,Red,Loss,True,False,False,False,False,False,1,0,0,0,0
55290,Blue,Loss,True,True,False,False,False,False,1,0,0,0,0
55295,Red,Win,False,False,False,False,True,True,4,0,0,3,1
55300,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
55305,Red,Win,True,True,False,False,True,True,2,0,0,2,1
55310,Blue,Win,False,True,True,True,True,False,6,1,1,1,0
55315,Red,Loss,True,False,False,False,False,True,3,0,0,2,2
55320,Blue,Loss,False,False,False,False,False,False,1,0,0,0,1
55325,Red,Win,True,True,True,True,True,True,11,2,1,4,1
55330,Blue,Win,False,True,True,True,True,False,10,1,1,4,1
55335,Red,Loss,True,False,False,False,False,True,2,0,0,1,1
55340,Blue,Loss,True,False,False,False,True,False,0,0,0,1,0
55345,Red,Win,False,True,True,False,False,False,9,1,0,2,0
55350,Blue,Win,False,True,True,False,False,True,10,2,0,2,2
55355,Red,Loss,True,False,False,False,True,False,0,0,0,1,0
55360,Blue,Win,False,True,True,False,False,True,8,1,0,2,1
55365,Red,Loss,True,False,False,True,True,False,4,0,1,2,0
55370,Blue,Loss,False,False,False,False,True,False,2,0,0,1,0
55375,Red,Win,True,True,True,True,False,False,9,2,1,2,0
55380,Blue,Win,True,False,True,True,True,False,9,2,1,3,1
55385,Red,Loss,False,True,False,False,False,True,1,0,0,1,1
55390,Blue,Win,False,True,True,False,True,True,9,1,0,3,2
55395,Red,Loss,True,False,False,False,False,False,0,0,0,0,0
55400,Blue,Loss,False,True,False,False,True,False,2,0,0,1,0
55405,Red,Win,True,False,False,True,False,True,4,0,1,2,2
55410,Blue,Loss,False,False,False,False,False,True,0,0,0,0,1
55415,Red,Win,True,True,False,False,True,False,1,0,0,1,0
55420,Blue,Win,True,True,True,True,True,True,9,2,1,4,1
55425,Red,Loss,False,False,False,False,False,False,2,0,0,1,0
55430,Blue,Win,True,True,True,True,True,True,9,2,1,4,1
55435,Red,Loss,False,False,False,False,False,False,2,0,0,1,0
55440,Blue,Win,False,True,False,False,True,True,5,0,0,3,2
55445,Red,Loss,True,False,False,False,False,False,0,0,0,0,0
55450,Blue,Loss,False,True,False,False,True,True,2,0,0,1,2
55455,Red,Win,True,False,True,False,False,False,8,1,0,1,0
55460,Blue,Loss,False,False,False,False,False,False,0,0,0,1,0
55465,Red,Win,True,True,True,True,True,True,8,1,1,3,2
55470,Blue,Win,True,True,True,False,True,True,6,1,0,1,1
55475,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
55480,Blue,Win,True,True,True,False,True,True,7,1,1,1,2
55485,Red,Loss,False,False,False,True,False,False,4,0,1,4,0
55490,Blue,Loss,False,False,False,False,True,False,0,0,0,1,0
55495,Red,Win,True,True,True,False,False,True,9,2,0,1,2
55500,Blue,Loss,False,False,False,False,True,True,2,0,0,2,1
55505,Red,Win,True,True,True,False,False,False,5,1,0,2,0
55510,Blue,Win,True,True,True,True,True,False,7,1,1,4,0
55515,Red,Loss,False,False,False,False,False,True,4,0,0,0,2
55520,Blue,Loss,True,False,False,False,False,False,0,0,0,0,0
55525,Red,Win,False,True,False,False,True,False,2,0,0,1,0
55530,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
55535,Red,Win,True,True,True,False,True,True,5,1,0,1,1
55540,Blue,Loss,False,True,False,False,True,True,3,0,0,2,2
55545,Red,Win,True,False,True,True,False,False,9,1,1,2,0
55550,Blue,Win,False,True,True,True,True,False,8,1,1,2,0
55555,Red,Loss,True,False,False,False,False,False,2,0,0,2,0
55560,Blue,Loss,False,True,False,False,False,False,1,0,0,0,0
55565,Red,Win,True,False,False,False,True,True,6,0,0,3,1
55570,Blue,Win,False,True,True,True,False,False,10,2,2,2,0
55575,Red,Loss,True,False,False,False,True,True,3,0,0,3,1
55580,Blue,Loss,False,False,False,False,False,False,3,0,0,0,0
55585,Red,Win,True,True,True,True,True,True,11,3,1,3,1
55590,Blue,Win,True,True,True,False,True,True,6,1,0,1,1
55595,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
55600,Blue,Loss,False,False,False,False,False,False,4,0,0,0,0
55605,Red,Win,True,True,True,True,True,True,9,1,1,3,1
55610,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
55615,Red,Win,True,True,True,True,True,True,11,3,1,3,1
55620,Blue,Loss,True,True,True,False,False,False,8,1,1,1,0
55625,Red,Win,False,False,False,True,True,True,7,1,1,4,1
55630,Blue,Loss,False,False,False,False,False,True,0,0,0,0,1
55635,Red,Win,True,True,True,False,True,False,10,2,0,2,0
55640,Blue,Win,True,False,True,False,False,False,9,1,0,2,0
55645,Red,Loss,False,True,False,True,True,True,4,0,1,3,1
55650,Blue,Win,True,True,True,True,True,True,11,3,1,3,1
55655,Red,Loss,False,False,False,False,False,False,3,0,0,0,0
55660,Blue,Win,True,True,True,False,False,True,9,3,0,1,1
55665,Red,Loss,False,False,False,False,True,False,1,0,0,1,0
55670,Blue,Loss,False,False,False,False,True,True,1,0,0,1,1
55675,Red,Win,True,True,False,False,False,False,3,0,0,1,0
55680,Blue,Win,True,False,True,True,True,False,8,1,1,3,0
55685,Red,Loss,False,True,False,False,False,True,3,0,0,0,1
55690,Blue,Loss,True,False,False,False,True,False,0,0,0,1,0
55695,Red,Win,False,True,True,False,False,True,5,1,0,2,1
55700,Blue,Loss,False,True,False,False,False,False,4,0,0,0,0
55705,Red,Win,True,False,True,True,True,True,5,1,1,2,1
55710,Blue,Win,True,True,True,True,True,True,9,1,1,4,1
55715,Red,Loss,False,False,False,False,False,False,1,0,0,0,0
55720,Blue,Win,True,True,True,False,True,True,6,1,0,1,1
55725,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
55730,Blue,Win,True,True,True,True,False,True,8,1,1,2,1
55735,Red,Loss,False,False,False,False,True,False,0,0,0,1,0
55740,Blue,Win,True,True,True,False,False,True,7,1,0,1,1
55745,Red,Loss,False,False,False,True,True,False,3,0,1,4,0
55750,Blue,Win,True,True,True,False,True,False,10,2,0,1,0
55755,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
55760,Blue,Loss,False,False,True,True,False,True,6,1,1,1,1
55765,Red,Win,True,True,False,False,True,False,9,2,0,4,0
55770,Blue,Win,True,False,True,False,False,False,7,1,1,1,0
55775,Red,Loss,False,True,False,True,True,True,3,0,1,3,1
55780,Blue,Loss,False,False,False,False,True,False,2,0,0,1,0
55785,Red,Win,True,True,True,True,False,True,10,1,1,1,1
55790,Blue,Win,True,True,True,True,True,False,8,1,1,2,0
55795,Red,Loss,False,False,False,False,False,False,2,0,0,0,0
55800,Blue,Win,True,True,True,True,False,False,10,2,2,3,0
55805,Red,Loss,False,False,False,False,True,False,0,0,0,2,0
55810,Blue,Loss,False,False,False,False,False,False,2,0,0,0,0
55815,Red,Win,True,True,True,True,True,True,7,1,1,2,1
55820,Blue,Loss,True,True,True,False,True,True,6,1,1,2,1
55825,Red,Win,False,False,False,True,False,False,5,1,1,3,0
55830,Blue,Win,True,True,True,False,True,True,9,1,0,1,1
55835,Red,Loss,False,False,False,False,False,False,2,0,0,0,0
55840,Blue,Win,False,False,False,True,True,False,7,1,1,3,0
55845,Red,Loss,True,True,True,False,False,False,8,1,1,1,0
55850,Blue,Loss,False,False,False,False,True,True,0,0,0,1,1
55855,Red,Win,True,True,False,False,False,False,3,0,0,1,0
55860,Blue,Win,True,True,True,False,False,False,8,1,0,1,0
55865,Red,Loss,False,False,False,False,True,False,1,0,0,1,0
55870,Blue,Win,True,True,True,True,True,True,8,1,1,3,1
55875,Red,Loss,False,False,False,False,False,False,3,0,0,1,0
55880,Blue,Win,False,True,True,True,False,True,10,3,1,3,1
55885,Red,Loss,True,False,False,False,True,False,1,0,0,1,0
55890,Blue,Win,True,False,True,True,True,True,7,1,1,3,1
55895,Red,Loss,False,True,False,False,False,False,5,0,0,0,0
55900,Blue,Loss,False,False,False,False,False,True,1,0,0,0,1
55905,Red,Win,True,True,True,True,True,False,9,1,1,2,0
55910,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
55915,Red,Win,True,True,True,False,False,False,5,1,0,0,0
55920,Blue,Loss,False,False,False,False,False,True,0,0,0,0,1
55925,Red,Win,True,True,True,True,True,False,9,2,1,3,0
55930,Blue,Loss,False,True,False,False,True,False,6,1,0,2,0
55935,Red,Win,True,False,True,True,False,True,7,1,2,2,2
55940,Blue,Loss,False,False,False,False,True,True,0,0,0,1,1
55945,Red,Win,True,True,False,False,False,False,1,0,0,1,0
55950,Blue,Loss,True,False,False,False,True,False,0,0,0,1,0
55955,Red,Win,False,True,True,False,False,True,8,1,0,2,2
55960,Blue,Loss,False,False,False,False,False,False,1,0,0,1,0
55965,Red,Win,True,True,False,False,True,True,3,0,0,2,1
55970,Blue,Loss,True,True,False,False,True,True,4,0,0,3,1
55975,Red,Win,False,False,False,True,False,False,7,0,1,1,1
55980,Blue,Loss,True,True,False,False,False,True,4,0,0,0,2
55985,Red,Win,False,False,True,True,True,False,11,3,1,4,0
55990,Blue,Loss,False,True,False,False,True,False,6,0,0,4,0
55995,Red,Win,True,False,True,True,False,True,9,1,1,0,1
56000,Blue,Loss,False,False,False,False,False,False,1,0,0,0,0
56005,Red,Win,True,True,True,True,True,True,11,3,1,4,2
56010,Blue,Loss,True,False,True,True,True,False,11,6,3,2,1
56015,Red,Win,False,True,False,False,False,True,7,2,0,3,1
56020,Blue,Loss,False,False,False,False,False,False,1,0,0,1,0
56025,Red,Win,True,True,True,False,True,True,10,2,0,2,1
56030,Blue,Win,True,False,True,False,True,False,10,2,0,1,0
56035,Red,Loss,False,True,False,True,False,True,5,0,1,3,1
56040,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
56045,Red,Win,True,True,False,False,True,False,2,0,0,2,0
56050,Blue,Loss,False,False,False,False,False,False,0,0,0,1,0
56055,Red,Win,True,True,True,True,True,True,11,2,1,3,2
56060,Blue,Win,False,False,True,True,True,False,10,2,3,4,1
56065,Red,Loss,True,True,False,False,False,True,1,0,0,2,1
56070,Blue,Loss,False,False,False,False,True,True,2,0,0,2,2
56075,Red,Win,True,True,True,True,False,False,7,1,1,2,0
56080,Blue,Win,True,False,False,True,False,True,9,2,2,3,2
56085,Red,Loss,False,True,True,False,True,False,6,1,1,2,0
56090,Blue,Loss,True,True,False,False,True,True,4,0,0,2,2
56095,Red,Win,False,False,True,True,False,False,11,4,2,3,0
56100,Blue,Win,True,True,False,False,True,True,3,0,0,1,1
56105,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
56110,Blue,Win,True,True,True,False,True,True,8,1,0,3,2
56115,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
56120,Blue,Win,True,True,True,True,True,False,7,1,1,4,0
56125,Red,Loss,False,False,False,False,False,False,2,0,0,0,0
56130,Blue,Win,True,False,True,True,False,False,7,1,2,2,0
56135,Red,Loss,False,True,False,False,True,True,6,0,0,3,2
56140,Blue,Loss,True,False,False,False,True,False,2,0,0,1,0
56145,Red,Win,False,True,True,False,False,True,7,1,0,2,1
56150,Blue,Loss,False,False,False,False,False,False,2,0,0,0,0
56155,Red,Win,True,True,True,True,True,True,11,3,1,3,2
56160,Blue,Loss,False,True,True,False,False,False,6,1,0,1,1
56165,Red,Win,True,False,False,True,True,True,7,1,1,4,1
56170,Blue,Win,False,True,True,True,True,True,8,1,1,4,1
56175,Red,Loss,True,False,False,False,False,False,3,0,0,0,1
56180,Blue,Win,True,True,True,False,True,True,5,1,0,1,1
56185,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
56190,Blue,Win,True,False,True,False,False,True,9,1,0,3,1
56195,Red,Loss,False,True,False,True,True,False,3,0,1,1,0
56200,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
56205,Red,Win,True,True,True,False,True,True,10,1,0,4,2
56210,Blue,Win,True,True,True,False,True,True,9,2,0,3,2
56215,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
56220,Blue,Loss,False,True,False,False,False,True,2,0,0,1,1
56225,Red,Win,True,False,False,True,True,False,5,0,1,3,0
56230,Blue,Loss,True,False,False,True,False,False,4,0,1,0,0
56235,Red,Win,False,True,True,False,True,True,7,2,0,4,2
56240,Blue,Win,True,True,True,True,True,True,7,1,1,3,2
56245,Red,Loss,False,False,False,False,False,False,3,0,0,1,0
56250,Blue,Loss,True,False,False,False,False,False,0,0,0,1,0
56255,Red,Win,False,True,True,True,True,True,11,4,1,3,1
56260,Blue,Win,False,True,True,True,True,True,8,2,1,3,2
56265,Red,Loss,True,False,False,False,False,False,2,0,0,1,0
56270,Blue,Win,False,True,True,False,True,True,6,1,0,3,2
56275,Red,Loss,True,False,False,False,False,False,0,0,0,0,0
56280,Blue,Win,True,True,True,True,True,True,9,2,1,3,2
56285,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
56290,Blue,Loss,False,True,False,False,False,True,2,0,0,1,1
56295,Red,Win,True,False,True,False,True,False,3,1,0,2,0
56300,Blue,Loss,False,False,True,True,False,False,8,3,3,3,0
56305,Red,Win,True,True,False,False,True,False,11,2,2,4,0
56310,Blue,Win,True,True,False,False,True,True,6,0,0,2,2
56315,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
56320,Blue,Loss,True,True,False,False,False,True,3,0,0,2,1
56325,Red,Win,False,False,True,True,True,False,11,3,2,3,0
56330,Blue,Loss,False,True,False,True,False,True,6,0,2,2,1
56335,Red,Win,True,False,True,False,True,False,8,1,0,3,0
56340,Blue,Loss,False,True,False,False,False,True,5,0,0,1,1
56345,Red,Win,True,False,True,True,True,False,7,1,1,4,0
56350,Blue,Loss,False,True,True,False,False,False,6,1,0,1,0
56355,Red,Win,True,False,False,True,True,True,7,2,1,3,2
56360,Blue,Loss,True,False,False,False,True,False,0,0,0,2,0
56365,Red,Win,False,True,False,True,False,True,6,0,1,1,1
56370,Blue,Win,True,True,True,False,True,True,7,1,0,3,2
56375,Red,Loss,False,False,False,False,False,False,1,0,0,0,0
56380,Blue,Loss,True,False,False,False,True,False,0,0,0,2,0
56385,Red,Win,False,True,True,True,False,True,11,3,1,1,1
56390,Blue,Win,False,True,True,False,True,True,11,3,0,2,1
56395,Red,Loss,True,False,False,False,False,False,0,0,0,0,0
56400,Blue,Loss,True,True,False,True,False,True,4,0,1,0,2
56405,Red,Win,False,False,True,False,True,False,7,1,0,4,0
56410,Blue,Loss,True,False,False,False,False,False,3,0,0,1,0
56415,Red,Win,False,True,True,True,True,True,11,3,1,3,1
56420,Blue,Loss,True,False,False,False,True,False,1,0,0,1,0
56425,Red,Win,False,True,True,True,False,True,10,2,1,3,2
56430,Blue,Loss,False,True,False,False,False,False,2,0,0,0,0
56435,Red,Win,True,False,True,True,True,True,10,2,1,4,1
56440,Blue,Loss,True,False,False,False,False,True,2,0,0,2,1
56445,Red,Win,False,True,True,True,True,False,8,1,1,2,0
